STATION,DATE,TMAX,TMIN,TDIF,RAIN?,WT01,WT02,WT03,WT04,WT05,WT08,WT09,WT11,WT13,WT14,WT16,WT17,WT18,WT19,WT22
USW00024233,12/22/2015,46,37,9,1,1,,,,,,,,,,,,,,
USW00024233,12/23/2015,41,37,4,1,1,,,,,,,,,,,,,,
USW00024233,12/24/2015,42,36,6,1,1,,,,,,,,,,,,,,
USW00024233,12/25/2015,41,36,5,1,1,,,,,,,,,,,,,,
USW00024233,12/26/2015,40,32,8,0,,,,,,,,,,,,,,,
USW00024233,12/27/2015,40,35,5,1,1,,,,,,,,,,,,,,
USW00024233,12/28/2015,41,35,6,1,1,,,,,,,,,,,,,,
USW00024233,12/29/2015,45,33,12,1,1,,,,,,,,,,,,,,
USW00024233,12/30/2015,42,30,12,0,,,,,,,,,,,,,,,
USW00024233,12/31/2015,42,28,14,0,,,,,,,,,,,,,,,
USW00024233,1/1/2016,46,28,18,0,,,,,,,,,,,,,,,
USW00024233,1/2/2016,42,25,17,1,1,,,,,,,,,,,,,,
USW00024233,1/3/2016,40,31,9,1,1,,,,,,,,,,,,,,
USW00024233,1/4/2016,38,35,3,1,1,,,,,,,,,,,,,,
USW00024233,1/5/2016,46,36,10,1,1,,,,,,,,,,,,,,
USW00024233,1/6/2016,53,37,16,0,,,,,,,,,,,,,,,
USW00024233,1/7/2016,44,34,10,2,1,1,,,,,,,,,,,,,
USW00024233,1/8/2016,48,36,12,1,1,,,,,,,,,,,,,,
USW00024233,1/9/2016,49,30,19,2,1,1,,,,,,,,,,,,,
USW00024233,1/10/2016,52,38,14,0,,,,,,,,,,,,,,,
USW00024233,1/11/2016,47,35,12,1,1,,,,,,,,,,,,,,
USW00024233,1/12/2016,48,40,8,1,1,,,,,,,,,,,,,,
USW00024233,1/13/2016,54,41,13,1,1,,,,,,,,,,,,,,
USW00024233,1/14/2016,48,36,12,0,,,,,,,,,,,,,,,
USW00024233,1/15/2016,47,33,14,1,1,,,,,,,,,,,,,,
USW00024233,1/16/2016,52,42,10,1,1,,,,,,,,,,,,,,
USW00024233,1/17/2016,49,43,6,0,,,,,,,,,,,,,,,
USW00024233,1/18/2016,52,43,9,0,,,,,,,,,,,,,,,
USW00024233,1/19/2016,47,42,5,1,1,,,,,,,,,,,,,,
USW00024233,1/20/2016,50,40,10,1,1,,,,,,,,,,,,,,
USW00024233,1/21/2016,53,45,8,1,1,,,,,,,,,,,,,,
USW00024233,1/22/2016,55,44,11,1,1,,,,,,,,,,,,,,
USW00024233,1/23/2016,46,43,3,1,1,,,,,,,,,,,,,,
USW00024233,1/24/2016,50,37,13,0,,,,,,,,,,,,,,,
USW00024233,1/25/2016,55,38,17,0,,,,,,,,,,,,,,,
USW00024233,1/26/2016,56,46,10,1,1,,,,,,,,,,,,,,
USW00024233,1/27/2016,58,49,9,1,1,,,,,,,,,,,,,,
USW00024233,1/28/2016,56,46,10,1,1,,,,,,,,,,,,,,
USW00024233,1/29/2016,49,41,8,1,1,,,,,,,,,,,,,,
USW00024233,1/30/2016,46,38,8,0,,,,,,,,,,,,,,,
USW00024233,1/31/2016,45,37,8,0,,,,,,,,,,,,,,,
USW00024233,2/1/2016,45,38,7,1,1,,,,,,,,,,,,,,
USW00024233,2/2/2016,50,35,15,1,1,,,,,,,,,,,,,,
USW00024233,2/3/2016,47,39,8,1,1,,,,,,,,,,,,,,
USW00024233,2/4/2016,49,42,7,1,1,,,,,,,,,,,,,,
USW00024233,2/5/2016,52,39,13,0,,,,,,,,,,,,,,,
USW00024233,2/6/2016,48,39,9,0,,,,,,,,,,,,,,,
USW00024233,2/7/2016,52,34,18,0,,,,,,,,,,,,,,,
USW00024233,2/8/2016,59,39,20,0,,,,,,,,,,,,,,,
USW00024233,2/9/2016,63,38,25,2,1,1,,,,,,,,,,,,,
USW00024233,2/10/2016,56,46,10,1,1,,,,,,,,,,,,,,
USW00024233,2/11/2016,55,45,10,1,1,,,,,,,,,,,,,,
USW00024233,2/12/2016,57,47,10,1,1,,,,,,,,,,,,,,
USW00024233,2/13/2016,50,43,7,1,1,,,,,,,,,,,,,,
USW00024233,2/14/2016,53,47,6,1,1,,,,,,,,,,,,,,
USW00024233,2/15/2016,54,49,5,1,1,,,,,,,,,,,,,,
USW00024233,2/16/2016,54,48,6,0,,,,,,,,,,,,,,,
USW00024233,2/17/2016,63,47,16,1,1,,,,,,,,,,,,,,
USW00024233,2/18/2016,51,44,7,0,,,,,,,,,,,,,,,
USW00024233,2/19/2016,50,39,11,2,1,,,,1,,,,,,,,,,
USW00024233,2/20/2016,51,38,13,0,,,,,,,,,,,,,,,
USW00024233,2/21/2016,50,35,15,1,1,,,,,,,,,,,,,,
USW00024233,2/22/2016,51,36,15,0,,,,,,,,,,,,,,,
USW00024233,2/23/2016,58,34,24,1,1,,,,,,,,,,,,,,
USW00024233,2/24/2016,57,43,14,0,,,,,,,,,,,,,,,
USW00024233,2/25/2016,62,39,23,1,1,,,,,,,,,,,,,,
USW00024233,2/26/2016,57,44,13,1,1,,,,,,,,,,,,,,
USW00024233,2/27/2016,56,47,9,2,1,1,,,,,,,,,,,,,
USW00024233,2/28/2016,50,40,10,1,1,,,,,,,,,,,,,,
USW00024233,2/29/2016,53,42,11,0,,,,,,,,,,,,,,,
USW00024233,3/1/2016,57,43,14,1,1,,,,,,,,,,,,,,
USW00024233,3/2/2016,54,45,9,1,1,,,,,,,,,,,,,,
USW00024233,3/3/2016,58,48,10,0,,,,,,,,,,,,,,,
USW00024233,3/4/2016,55,42,13,0,,,,,,,,,,,,,,,
USW00024233,3/5/2016,64,47,17,0,,,,,,,,,,,,,,,
USW00024233,3/6/2016,59,43,16,0,,,,,,,,,,,,,,,
USW00024233,3/7/2016,51,40,11,1,1,,,,,,,,,,,,,,
USW00024233,3/8/2016,53,39,14,1,1,,,,,,,,,,,,,,
USW00024233,3/9/2016,55,42,13,1,1,,,,,,,,,,,,,,
USW00024233,3/10/2016,55,42,13,1,1,,,,,,,,,,,,,,
USW00024233,3/11/2016,60,36,24,1,1,,,,,,,,,,,,,,
USW00024233,3/12/2016,50,40,10,0,,,,,,,,,,,,,,,
USW00024233,3/13/2016,54,39,15,1,1,,,,,,,,,,,,,,
USW00024233,3/14/2016,47,39,8,1,1,,,,,,,,,,,,,,
USW00024233,3/15/2016,50,38,12,0,,,,,,,,,,,,,,,
USW00024233,3/16/2016,53,39,14,0,,,,,,,,,,,,,,,
USW00024233,3/17/2016,57,34,23,0,,,,,,,,,,,,,,,
USW00024233,3/18/2016,63,47,16,0,,,,,,,,,,,,,,,
USW00024233,3/19/2016,61,50,11,0,,,,,,,,,,,,,,,
USW00024233,3/20/2016,54,48,6,1,1,,,,,,,,,,,,,,
USW00024233,3/21/2016,55,46,9,1,1,,,,,,,,,,,,,,
USW00024233,3/22/2016,55,44,11,0,,,,,,,,,,,,,,,
USW00024233,3/23/2016,51,45,6,1,1,,,,,,,,,,,,,,
USW00024233,3/24/2016,52,43,9,0,,,,,,,,,,,,,,,
USW00024233,3/25/2016,56,43,13,0,,,,,,,,,,,,,,,
USW00024233,3/26/2016,58,42,16,1,1,,,,,,,,,,,,,,
USW00024233,3/27/2016,55,40,15,1,1,,,,,,,,,,,,,,
USW00024233,3/28/2016,55,38,17,0,,,,,,,,,,,,,,,
USW00024233,3/29/2016,63,40,23,0,,,,,,,,,,,,,,,
USW00024233,3/30/2016,68,42,26,0,,,,,,,,,,,,,,,
USW00024233,3/31/2016,71,47,24,0,,,,,,,,,,,,,,,
USW00024233,4/1/2016,71,48,23,0,,,,,,,,,,,,,,,
USW00024233,4/2/2016,62,46,16,1,1,,,,,,,,,,,,,,
USW00024233,4/3/2016,68,45,23,1,1,,,,,,,,,,,,,,
USW00024233,4/4/2016,58,45,13,0,,,,,,,,,,,,,,,
USW00024233,4/5/2016,56,44,12,0,,,,,,,,,,,,,,,
USW00024233,4/6/2016,69,44,25,0,,,,,,,,,,,,,,,
USW00024233,4/7/2016,78,50,28,0,,,,,,,,,,,,,,,
USW00024233,4/8/2016,76,50,26,0,,,,,,,,,,,,,,,
USW00024233,4/9/2016,64,47,17,1,1,,,,,,,,,,,,,,
USW00024233,4/10/2016,58,46,12,0,,,,,,,,,,,,,,,
USW00024233,4/11/2016,58,48,10,0,,,,,,,,,,,,,,,
USW00024233,4/12/2016,57,44,13,1,1,,,,,,,,,,,,,,
USW00024233,4/13/2016,58,44,14,1,1,,,,,,,,,,,,,,
USW00024233,4/14/2016,59,44,15,1,1,,,,,,,,,,,,,,
USW00024233,4/15/2016,59,47,12,0,,,,,,,,,,,,,,,
USW00024233,4/16/2016,67,44,23,0,,,,,,,,,,,,,,,
USW00024233,4/17/2016,80,48,32,0,,,,,,,,,,,,,,,
USW00024233,4/18/2016,89,54,35,0,,,,,,,,,,,,,,,
USW00024233,4/19/2016,84,56,28,0,,,,,,,,,,,,,,,
USW00024233,4/20/2016,81,53,28,0,,,,,,,,,,,,,,,
USW00024233,4/21/2016,72,51,21,0,,,,,,,,,,,,,,,
USW00024233,4/22/2016,62,52,10,0,,,,,,,,,,,,,,,
USW00024233,4/23/2016,64,51,13,0,,,,,,,,,,,,,,,
USW00024233,4/24/2016,55,46,9,1,1,,,,,,,,,,,,,,
USW00024233,4/25/2016,59,44,15,1,1,,,,,,,,,,,,,,
USW00024233,4/26/2016,59,43,16,0,,,,,,,,,,,,,,,
USW00024233,4/27/2016,63,48,15,0,,,,,,,,,,,,,,,
USW00024233,4/28/2016,63,50,13,0,,,,,,,,,,,,,,,
USW00024233,4/29/2016,61,48,13,0,,,,,,,,,,,,,,,
USW00024233,4/30/2016,67,45,22,0,,,,,,,,,,,,,,,
USW00024233,5/1/2016,79,50,29,0,,,,,,,,,,,,,,,
USW00024233,5/2/2016,87,54,33,0,,,,,,,,,,,,,,,
USW00024233,5/3/2016,72,56,16,0,,,,,,,,,,,,,,,
USW00024233,5/4/2016,60,52,8,0,,,,,,,,,,,,,,,
USW00024233,5/5/2016,68,48,20,0,,,,,,,,,,,,,,,
USW00024233,5/6/2016,77,50,27,0,,,,,,,,,,,,,,,
USW00024233,5/7/2016,82,52,30,0,,,,,,,,,,,,,,,
USW00024233,5/8/2016,66,48,18,1,1,,,,,,,,,,,,,,
USW00024233,5/9/2016,67,46,21,0,,,,,,,,,,,,,,,
USW00024233,5/10/2016,75,47,28,0,,,,,,,,,,,,,,,
USW00024233,5/11/2016,80,52,28,0,,,,,,,,,,,,,,,
USW00024233,5/12/2016,76,49,27,0,,,,,,,,,,,,,,,
USW00024233,5/13/2016,84,50,34,0,,,,,,,,,,,,,,,
USW00024233,5/14/2016,58,53,5,0,,,,,,,,,,,,,,,
USW00024233,5/15/2016,56,52,4,1,1,,,,,,,,,,,,,,
USW00024233,5/16/2016,59,50,9,1,1,,,,,,,,,,,,,,
USW00024233,5/17/2016,69,51,18,0,,,,,,,,,,,,,,,
USW00024233,5/18/2016,65,51,14,0,,,,,,,,,,,,,,,
USW00024233,5/19/2016,63,48,15,1,1,,,,,,,,,,,,,,
USW00024233,5/20/2016,66,49,17,0,,,,,,,,,,,,,,,
USW00024233,5/21/2016,58,50,8,1,1,,,,,,,,,,,,,,
USW00024233,5/22/2016,66,52,14,0,,,,,,,,,,,,,,,
USW00024233,5/23/2016,66,53,13,0,,,,,,,,,,,,,,,
USW00024233,5/24/2016,66,55,11,0,,,,,,,,,,,,,,,
USW00024233,5/25/2016,65,53,12,0,,,,,,,,,,,,,,,
USW00024233,5/26/2016,62,51,11,0,,,,,,,,,,,,,,,
USW00024233,5/27/2016,64,49,15,0,,,,,,,,,,,,,,,
USW00024233,5/28/2016,62,49,13,1,1,,,,,,,,,,,,,,
USW00024233,5/29/2016,64,52,12,1,1,,,,,,,,,,,,,,
USW00024233,5/30/2016,72,48,24,0,,,,,,,,,,,,,,,
USW00024233,5/31/2016,80,52,28,0,,,,,,,,,,,,,,,
USW00024233,6/1/2016,74,55,19,0,,,,,,,,,,,,,,,
USW00024233,6/2/2016,70,58,12,0,,,,,,,,,,,,,,,
USW00024233,6/3/2016,82,56,26,0,,,,,,,,,,,,,,,
USW00024233,6/4/2016,85,62,23,0,,,,,,,,,,,,,,,
USW00024233,6/5/2016,93,64,29,0,,,,,,,,,,,,,,,
USW00024233,6/6/2016,88,62,26,0,,,,,,,,,,,,,,,
USW00024233,6/7/2016,84,59,25,0,,,,,,,,,,,,,,,
USW00024233,6/8/2016,67,55,12,0,,,,,,,,,,,,,,,
USW00024233,6/9/2016,64,51,13,1,1,,,,,,,,,,,,,,
USW00024233,6/10/2016,65,49,16,1,1,,,,,,,,,,,,,,
USW00024233,6/11/2016,67,50,17,1,1,,,,,,,,,,,,,,
USW00024233,6/12/2016,70,53,17,0,,,,,,,,,,,,,,,
USW00024233,6/13/2016,65,49,16,0,,,,,,,,,,,,,,,
USW00024233,6/14/2016,60,47,13,1,1,,,,,,,,,,,,,,
USW00024233,6/15/2016,66,44,22,0,,,,,,,,,,,,,,,
USW00024233,6/16/2016,70,51,19,0,,,,,,,,,,,,,,,
USW00024233,6/17/2016,69,50,19,1,1,,,,,,,,,,,,,,
USW00024233,6/18/2016,66,52,14,2,1,,1,,,,,,,,,,,,
USW00024233,6/19/2016,72,48,24,0,,,,,,,,,,,,,,,
USW00024233,6/20/2016,75,55,20,2,1,,1,,,,,,,,,,,,
USW00024233,6/21/2016,71,54,17,0,,,,,,,,,,,,,,,
USW00024233,6/22/2016,75,55,20,0,,,,,,,,,,,,,,,
USW00024233,6/23/2016,68,53,15,1,1,,,,,,,,,,,,,,
USW00024233,6/24/2016,69,52,17,1,1,,,,,,,,,,,,,,
USW00024233,6/25/2016,72,56,16,1,1,,,,,,,,,,,,,,
USW00024233,6/26/2016,80,56,24,0,,,,,,,,,,,,,,,
USW00024233,6/27/2016,85,58,27,1,,,,,,1,,,,,,,,,
USW00024233,6/28/2016,76,54,22,0,,,,,,,,,,,,,,,
USW00024233,6/29/2016,72,55,17,0,,,,,,,,,,,,,,,
USW00024233,6/30/2016,73,55,18,0,,,,,,,,,,,,,,,
USW00024233,7/1/2016,75,55,20,0,,,,,,,,,,,,,,,
USW00024233,7/2/2016,75,57,18,0,,,,,,,,,,,,,,,
USW00024233,7/3/2016,71,56,15,1,1,,,,,,,,,,,,,,
USW00024233,7/4/2016,69,56,13,0,,,,,,,,,,,,,,,
USW00024233,7/5/2016,67,55,12,1,1,,,,,,,,,,,,,,
USW00024233,7/6/2016,76,56,20,0,,,,,,,,,,,,,,,
USW00024233,7/7/2016,68,58,10,1,1,,,,,,,,,,,,,,
USW00024233,7/8/2016,72,58,14,1,1,,,,,,,,,,,,,,
USW00024233,7/9/2016,71,56,15,1,1,,,,,,,,,,,,,,
USW00024233,7/10/2016,73,56,17,0,,,,,,,,,,,,,,,
USW00024233,7/11/2016,73,57,16,0,,,,,,,,,,,,,,,
USW00024233,7/12/2016,76,59,17,0,,,,,,,,,,,,,,,
USW00024233,7/13/2016,74,57,17,0,,,,,,,,,,,,,,,
USW00024233,7/14/2016,76,57,19,0,,,,,,,,,,,,,,,
USW00024233,7/15/2016,76,56,20,0,,,,,,,,,,,,,,,
USW00024233,7/16/2016,73,57,16,0,,,,,,,,,,,,,,,
USW00024233,7/17/2016,79,58,21,0,,,,,,,,,,,,,,,
USW00024233,7/18/2016,71,60,11,0,,,,,,,,,,,,,,,
USW00024233,7/19/2016,77,60,17,0,,,,,,,,,,,,,,,
USW00024233,7/20/2016,80,60,20,0,,,,,,,,,,,,,,,
USW00024233,7/21/2016,84,58,26,0,,,,,,,,,,,,,,,
USW00024233,7/22/2016,73,59,14,1,1,,,,,,,,,,,,,,
USW00024233,7/23/2016,73,58,15,0,,,,,,,,,,,,,,,
USW00024233,7/24/2016,81,58,23,0,,,,,,,,,,,,,,,
USW00024233,7/25/2016,86,59,27,0,,,,,,,,,,,,,,,
USW00024233,7/26/2016,78,59,19,0,,,,,,,,,,,,,,,
USW00024233,7/27/2016,84,56,28,0,,,,,,,,,,,,,,,
USW00024233,7/28/2016,88,61,27,0,,,,,,,,,,,,,,,
USW00024233,7/29/2016,89,62,27,0,,,,,,,,,,,,,,,
USW00024233,7/30/2016,75,57,18,0,,,,,,,,,,,,,,,
USW00024233,7/31/2016,72,56,16,0,,,,,,,,,,,,,,,
USW00024233,8/1/2016,77,53,24,2,1,1,,,,,,,,,,,,,
USW00024233,8/2/2016,71,57,14,1,1,,,,,,,,,,,,,,
USW00024233,8/3/2016,76,58,18,1,,,,,,1,,,,,,,,,
USW00024233,8/4/2016,82,56,26,0,,,,,,,,,,,,,,,
USW00024233,8/5/2016,79,57,22,0,,,,,,,,,,,,,,,
USW00024233,8/6/2016,71,54,17,0,,,,,,,,,,,,,,,
USW00024233,8/7/2016,69,57,12,1,1,,,,,,,,,,,,,,
USW00024233,8/8/2016,73,56,17,0,,,,,,,,,,,,,,,
USW00024233,8/9/2016,71,58,13,0,,,,,,,,,,,,,,,
USW00024233,8/10/2016,76,58,18,0,,,,,,,,,,,,,,,
USW00024233,8/11/2016,81,58,23,0,,,,,,,,,,,,,,,
USW00024233,8/12/2016,90,63,27,0,,,,,,,,,,,,,,,
USW00024233,8/13/2016,91,64,27,0,,,,,,,,,,,,,,,
USW00024233,8/14/2016,85,57,28,0,,,,,,,,,,,,,,,
USW00024233,8/15/2016,83,57,26,0,,,,,,,,,,,,,,,
USW00024233,8/16/2016,83,56,27,2,1,1,,,,,,,,,,,,,
USW00024233,8/17/2016,80,56,24,1,1,,,,,,,,,,,,,,
USW00024233,8/18/2016,87,60,27,0,,,,,,,,,,,,,,,
USW00024233,8/19/2016,95,69,26,0,,,,,,,,,,,,,,,
USW00024233,8/20/2016,91,62,29,0,,,,,,,,,,,,,,,
USW00024233,8/21/2016,73,57,16,0,,,,,,,,,,,,,,,
USW00024233,8/22/2016,72,55,17,0,,,,,,,,,,,,,,,
USW00024233,8/23/2016,80,54,26,0,,,,,,,,,,,,,,,
USW00024233,8/24/2016,85,58,27,0,,,,,,,,,,,,,,,
USW00024233,8/25/2016,91,61,30,0,,,,,,,,,,,,,,,
USW00024233,8/26/2016,92,64,28,0,,,,,,,,,,,,,,,
USW00024233,8/27/2016,73,58,15,0,,,,,,,,,,,,,,,
USW00024233,8/28/2016,70,55,15,0,,,,,,,,,,,,,,,
USW00024233,8/29/2016,79,53,26,1,,,,,,1,,,,,,,,,
USW00024233,8/30/2016,71,56,15,0,,,,,,,,,,,,,,,
USW00024233,8/31/2016,69,58,11,0,,,,,,,,,,,,,,,
USW00024233,9/1/2016,66,56,10,1,1,,,,,,,,,,,,,,
USW00024233,9/2/2016,69,55,14,1,1,,,,,,,,,,,,,,
USW00024233,9/3/2016,69,54,15,0,,,,,,,,,,,,,,,
USW00024233,9/4/2016,70,51,19,0,,,,,,,,,,,,,,,
USW00024233,9/5/2016,64,54,10,0,,,,,,,,,,,,,,,
USW00024233,9/6/2016,65,55,10,1,1,,,,,,,,,,,,,,
USW00024233,9/7/2016,66,57,9,1,1,,,,,,,,,,,,,,
USW00024233,9/8/2016,70,55,15,1,1,,,,,,,,,,,,,,
USW00024233,9/9/2016,73,50,23,0,,,,,,,,,,,,,,,
USW00024233,9/10/2016,77,54,23,0,,,,,,,,,,,,,,,
USW00024233,9/11/2016,70,55,15,0,,,,,,,,,,,,,,,
USW00024233,9/12/2016,75,54,21,0,,,,,,,,,,,,,,,
USW00024233,9/13/2016,77,51,26,0,,,,,,,,,,,,,,,
USW00024233,9/14/2016,78,51,27,0,,,,,,,,,,,,,,,
USW00024233,9/15/2016,72,52,20,0,,,,,,,,,,,,,,,
USW00024233,9/16/2016,74,52,22,0,,,,,,,,,,,,,,,
USW00024233,9/17/2016,67,57,10,1,1,,,,,,,,,,,,,,
USW00024233,9/18/2016,68,54,14,0,,,,,,,,,,,,,,,
USW00024233,9/19/2016,68,53,15,1,1,,,,,,,,,,,,,,
USW00024233,9/20/2016,67,49,18,0,,,,,,,,,,,,,,,
USW00024233,9/21/2016,68,52,16,0,,,,,,,,,,,,,,,
USW00024233,9/22/2016,65,49,16,0,,,,,,,,,,,,,,,
USW00024233,9/23/2016,63,53,10,1,1,,,,,,,,,,,,,,
USW00024233,9/24/2016,66,53,13,0,,,,,,,,,,,,,,,
USW00024233,9/25/2016,76,58,18,0,,,,,,,,,,,,,,,
USW00024233,9/26/2016,77,53,24,0,,,,,,,,,,,,,,,
USW00024233,9/27/2016,69,54,15,1,1,,,,,,,,,,,,,,
USW00024233,9/28/2016,67,52,15,0,,,,,,,,,,,,,,,
USW00024233,9/29/2016,66,47,19,0,,,,,,,,,,,,,,,
USW00024233,9/30/2016,65,46,19,2,1,1,,,,,,,,,,,,,
USW00024233,10/1/2016,63,50,13,0,,,,,,,,,,,,,,,
USW00024233,10/2/2016,63,50,13,0,,,,,,,,,,,,,,,
USW00024233,10/3/2016,60,49,11,0,,,,,,,,,,,,,,,
USW00024233,10/4/2016,60,52,8,1,1,,,,,,,,,,,,,,
USW00024233,10/5/2016,65,52,13,0,,,,,,,,,,,,,,,
USW00024233,10/6/2016,62,53,9,1,1,,,,,,,,,,,,,,
USW00024233,10/7/2016,63,53,10,1,1,,,,,,,,,,,,,,
USW00024233,10/8/2016,65,52,13,1,1,,,,,,,,,,,,,,
USW00024233,10/9/2016,56,48,8,1,1,,,,,,,,,,,,,,
USW00024233,10/10/2016,60,45,15,2,1,1,,,,,,,,,,,,,
USW00024233,10/11/2016,62,43,19,0,,,,,,,,,,,,,,,
USW00024233,10/12/2016,66,43,23,0,,,,,,,,,,,,,,,
USW00024233,10/13/2016,59,51,8,1,1,,,,,,,,,,,,,,
USW00024233,10/14/2016,57,50,7,1,1,,,,,,,,,,,,,,
USW00024233,10/15/2016,62,50,12,2,1,,1,,,,,,,,,,,,
USW00024233,10/16/2016,60,50,10,1,1,,,,,,,,,,,,,,
USW00024233,10/17/2016,59,50,9,1,1,,,,,,,,,,,,,,
USW00024233,10/18/2016,58,49,9,1,1,,,,,,,,,,,,,,
USW00024233,10/19/2016,58,45,13,1,1,,,,,,,,,,,,,,
USW00024233,10/20/2016,60,50,10,1,1,,,,,,,,,,,,,,
USW00024233,10/21/2016,57,48,9,0,,,,,,,,,,,,,,,
USW00024233,10/22/2016,62,44,18,1,1,,,,,,,,,,,,,,
USW00024233,10/23/2016,62,49,13,0,,,,,,,,,,,,,,,
USW00024233,10/24/2016,63,51,12,1,1,,,,,,,,,,,,,,
USW00024233,10/25/2016,63,50,13,0,,,,,,,,,,,,,,,
USW00024233,10/26/2016,58,52,6,1,1,,,,,,,,,,,,,,
USW00024233,10/27/2016,58,52,6,0,,,,,,,,,,,,,,,
USW00024233,10/28/2016,67,50,17,0,,,,,,,,,,,,,,,
USW00024233,10/29/2016,60,48,12,1,1,,,,,,,,,,,,,,
USW00024233,10/30/2016,52,44,8,1,1,,,,,,,,,,,,,,
USW00024233,10/31/2016,57,49,8,1,1,,,,,,,,,,,,,,
USW00024233,11/1/2016,56,50,6,1,1,,,,,,,,,,,,,,
USW00024233,11/2/2016,56,51,5,1,1,,,,,,,,,,,,,,
USW00024233,11/3/2016,65,48,17,0,,,,,,,,,,,,,,,
USW00024233,11/4/2016,63,42,21,2,1,1,,,,,,,,,,,,,
USW00024233,11/5/2016,60,51,9,1,1,,,,,,,,,,,,,,
USW00024233,11/6/2016,60,48,12,1,1,,,,,,,,,,,,,,
USW00024233,11/7/2016,66,50,16,1,1,,,,,,,,,,,,,,
USW00024233,11/8/2016,70,49,21,0,,,,,,,,,,,,,,,
USW00024233,11/9/2016,64,51,13,1,1,,,,,,,,,,,,,,
USW00024233,11/10/2016,62,45,17,2,1,1,,,,,,,,,,,,,
USW00024233,11/11/2016,61,52,9,0,,,,,,,,,,,,,,,
USW00024233,11/12/2016,58,48,10,1,1,,,,,,,,,,,,,,
USW00024233,11/13/2016,54,47,7,1,1,,,,,,,,,,,,,,
USW00024233,11/14/2016,57,50,7,1,1,,,,,,,,,,,,,,
USW00024233,11/15/2016,54,46,8,1,1,,,,,,,,,,,,,,
USW00024233,11/16/2016,50,43,7,0,,,,,,,,,,,,,,,
USW00024233,11/17/2016,51,41,10,0,,,,,,,,,,,,,,,
USW00024233,11/18/2016,54,39,15,0,,,,,,,,,,,,,,,
USW00024233,11/19/2016,57,48,9,0,,,,,,,,,,,,,,,
USW00024233,11/20/2016,57,47,10,0,,,,,,,,,,,,,,,
USW00024233,11/21/2016,53,44,9,0,,,,,,,,,,,,,,,
USW00024233,11/22/2016,53,43,10,1,1,,,,,,,,,,,,,,
USW00024233,11/23/2016,48,42,6,1,1,,,,,,,,,,,,,,
USW00024233,11/24/2016,51,46,5,1,1,,,,,,,,,,,,,,
USW00024233,11/25/2016,52,41,11,0,,,,,,,,,,,,,,,
USW00024233,11/26/2016,51,43,8,1,1,,,,,,,,,,,,,,
USW00024233,11/27/2016,47,42,5,1,1,,,,,,,,,,,,,,
USW00024233,11/28/2016,50,40,10,0,,,,,,,,,,,,,,,
USW00024233,11/29/2016,51,41,10,0,,,,,,,,,,,,,,,
USW00024233,11/30/2016,50,43,7,1,1,,,,,,,,,,,,,,
USW00024233,12/1/2016,46,40,6,1,1,,,,,,,,,,,,,,
USW00024233,12/2/2016,49,44,5,1,1,,,,,,,,,,,,,,
USW00024233,12/3/2016,48,44,4,1,1,,,,,,,,,,,,,,
USW00024233,12/4/2016,45,35,10,1,1,,,,,,,,,,,,,,
USW00024233,12/5/2016,39,33,6,1,1,,,,,,,,,,,,,,
USW00024233,12/6/2016,40,31,9,2,1,1,,,,,,,,,,,,,
USW00024233,12/7/2016,38,28,10,0,,,,,,,,,,,,,,,
USW00024233,12/8/2016,38,30,8,1,1,,,,,,,,,,,,,,
USW00024233,12/9/2016,36,31,5,1,1,,,,,,,,,,,,,,
USW00024233,12/10/2016,44,35,9,1,1,,,,,,,,,,,,,,
USW00024233,12/11/2016,42,39,3,1,1,,,,,,,,,,,,,,
USW00024233,12/12/2016,42,37,5,1,1,,,,,,,,,,,,,,
USW00024233,12/13/2016,38,31,7,1,1,,,,,,,,,,,,,,
USW00024233,12/14/2016,39,30,9,0,,,,,,,,,,,,,,,
USW00024233,12/15/2016,38,32,6,0,,,,,,,,,,,,,,,
USW00024233,12/16/2016,34,25,9,0,,,,,,,,,,,,,,,
USW00024233,12/17/2016,33,23,10,0,,,,,,,,,,,,,,,
USW00024233,12/18/2016,39,27,12,0,,,,,,,,,,,,,,,
USW00024233,12/19/2016,45,35,10,1,1,,,,,,,,,,,,,,
USW00024233,12/20/2016,50,40,10,1,1,,,,,,,,,,,,,,
USW00024233,12/21/2016,47,34,13,0,,,,,,,,,,,,,,,
USW00024233,12/22/2016,44,33,11,1,1,,,,,,,,,,,,,,
USW00024233,12/23/2016,39,35,4,1,1,,,,,,,,,,,,,,
USW00024233,12/24/2016,40,35,5,1,1,,,,,,,,,,,,,,
USW00024233,12/25/2016,42,33,9,2,1,1,,,,,,,,,,,,,
USW00024233,12/26/2016,42,33,9,1,1,,,,,,,,,,,,,,
USW00024233,12/27/2016,44,40,4,1,1,,,,,,,,,,,,,,
USW00024233,12/28/2016,47,38,9,0,,,,,,,,,,,,,,,
USW00024233,12/29/2016,48,40,8,1,1,,,,,,,,,,,,,,
USW00024233,12/30/2016,45,34,11,0,,,,,,,,,,,,,,,
USW00024233,12/31/2016,38,29,9,1,1,,,,,,,,,,,,,,
USW00024233,1/1/2017,37,28,9,1,1,,,,,,,,,,,,,,
USW00024233,1/2/2017,34,26,8,0,,,,,,,,,,,,,,,
USW00024233,1/3/2017,33,21,12,1,,,,,,1,,,,,,,,,
USW00024233,1/4/2017,36,22,14,0,,,,,,,,,,,,,,,
USW00024233,1/5/2017,35,21,14,0,,,,,,,,,,,,,,,
